id,symbol,price_usd,vol_24h_btc,vol_24h_usd,mkt_cap_btc,mkt_cap_usd,collected_at,updated_at
1364,mkr,2593.962848443600000000000000000000,1295.427013742500000000000000000000,81144284.179064870000000000000000000000,37446.687530142200000000000000000000,2345623969.761141300000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
1481,atom,33.586104641624100000000000000000,9121.865208538310000000000000000000,571384736.362992800000000000000000000000,151207.168971179000000000000000000000,9471469529.929173000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
1899,tel,0.022235214347374800000000000000,415.779296508287000000000000000000,26044009.453045458000000000000000000000,20371.334840314000000000000000000000,1276040537.871556800000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
2069,stx,2.025791832152270000000000000000,1049.517622134640000000000000000000,65740759.825128905000000000000000000000,34257.219330306600000000000000000000,2145838793.721115600000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
2523,iost,0.053171720475556300000000000000,3255.247555267880000000000000000000,203905530.682694820000000000000000000000,19437.762389102700000000000000000000,1217562470.424142800000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
2538,theta,6.340167689327220000000000000000,4681.234473075280000000000000000000,293227959.863713150000000000000000000000,101916.936956899000000000000000000000,6383977489.552587500000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
2687,zil,0.098583396684246300000000000000,1872.016469679820000000000000000000,117261285.114580660000000000000000000000,19960.524981702900000000000000000000,1250307809.159658200000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
2822,ht,7.617142250915540000000000000000,1025.286594584100000000000000000000,64222951.901831570000000000000000000000,19681.936129250900000000000000000000,1232857275.264139000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
2912,xdc,0.119221458823182000000000000000,151.663788382443000000000000000000,9500071.724322386000000000000000000000,23397.076341916700000000000000000000,1465570033.284135800000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3263,cel,5.859381902898090000000000000000,173.447564056222000000000000000000,10864586.177868811000000000000000000000,39803.018459141500000000000000000000,2493222240.056781300000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3348,hot,0.009348296163389550000000000000,2967.649589176400000000000000000000,185890674.699085560000000000000000000000,26519.146679358100000000000000000000,1661133472.984592200000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3370,qnt,286.545451939901000000000000000000,866.487121574723000000000000000000,54275907.854840600000000000000000000000,61407.672475425200000000000000000000,3846516687.748585000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3406,snx,9.947939640343770000000000000000,1826.550212574270000000000000000000,114413323.131394390000000000000000000000,28075.853545952300000000000000000000,1758644072.212786700000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3412,rvn,0.110584386345166000000000000000,1045.301755478250000000000000000000,65476682.051238080000000000000000000000,17518.039657181300000000000000000000,1097312911.590251700000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3449,tusd,1.005954928287330000000000000000,1647.451458553430000000000000000000,103194751.928067400000000000000000000000,20811.124571912300000000000000000000,1303588537.551406600000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
3688,hbar,0.373914934394993000000000000000,2610.994241112300000000000000000000,163550131.688725500000000000000000000000,88377.461387939000000000000000000000,5535877950.521683000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4001,ftm,1.962648666052060000000000000000,7535.244171077040000000000000000000,472000342.659256600000000000000000000000,79763.752753492700000000000000000000,4996323646.146099000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4128,sol,162.306998096450000000000000000000,58396.811605203400000000000000000000,3657919300.566518000000000000000000000000,780732.453888641000000000000000000000,48904319142.715830000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4284,hnt,21.359725483086400000000000000000,521.090852089609000000000000000000,32640622.541066800000000000000000000000,33740.402998201900000000000000000000,2113465922.941209000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4343,ar,53.197578613821700000000000000000,820.360685152101000000000000000000,51386592.883376830000000000000000000000,42765.665524098300000000000000000000,2678799561.519767000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4344,one,0.222971405676151000000000000000,2793.809551485320000000000000000000,175001504.355669900000000000000000000000,38063.715292690600000000000000000000,2384273986.766694000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4380,algo,1.775496483350820000000000000000,4831.358367229780000000000000000000,302631574.116088150000000000000000000000,175205.527300402000000000000000000000,10974703280.221014000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4428,omi,0.007031107865442680000000000000,161.286983488870000000000000000000,10102859.276336271000000000000000000000,24539.459359197500000000000000000000,1537127790.851477100000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4463,okb,16.643815265289800000000000000000,4173.951709285270000000000000000000,261452262.501036200000000000000000000000,70794.263735483700000000000000000000,4434483605.682810000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
4713,matic,1.522797682205990000000000000000,61728.716486725200000000000000000000,3866626571.370398000000000000000000000000,163830.248885550000000000000000000000,10262166939.293505000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
6319,usdc,1.004805246240190000000000000000,56658.369167380400000000000000000000,3549024962.477860000000000000000000000000,527140.878346774000000000000000000000,33019590282.741350000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
6595,rune,8.140961754116780000000000000000,1090.206182309770000000000000000000,68289451.534242840000000000000000000000,34171.274852028200000000000000000000,2140455315.458688000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
6799,bsv,174.706771437559000000000000000000,5545.546182814050000000000000000000,347367602.043721800000000000000000000000,52880.894759260100000000000000000000,3312407651.274724000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
7310,cro,0.191985699565882000000000000000,1000.781188100320000000000000000000,62687957.149870500000000000000000000000,77450.936496490400000000000000000000,4851451092.446628000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
7595,btt,0.003741425627952560000000000000,6194.709177880350000000000000000000,388030538.659511270000000000000000000000,39471.264832780000000000000000000000,2472441516.597000000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
7598,wbtc,61902.425733723400000000000000000000,11939.189527263600000000000000000000,747859182.794968600000000000000000000000,215450.989533670000000000000000000000,13495639766.592035000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
8029,tfuel,0.295105161694572000000000000000,776.406664036159000000000000000000,48633355.887075020000000000000000000000,25756.247933454300000000000000000000,1613346239.909510400000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
8284,luna,37.354151962662500000000000000000,12742.207949967600000000000000000000,798159473.279624500000000000000000000000,240408.686489451000000000000000000000,15058965552.414680000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
8418,leo,2.974419491783590000000000000000,20.227514694121000000000000000000,1267031.784240856800000000000000000000,44908.035111716700000000000000000000,2812995502.155638700000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
8834,chz,0.328138340811126000000000000000,4445.981330168640000000000000000000,278491932.531007600000000000000000000000,28054.711769503200000000000000000000,1757319771.964268400000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9026,ftt,57.632148518771100000000000000000,4845.565472715610000000000000000000,303521493.341698200000000000000000000000,111496.892661458000000000000000000000,6984056567.622601000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9281,cdai,0.021741719529122300000000000000,606.311125526076000000000000000000,37978737.318809770000000000000000000000,66714.194833092100000000000000000000,4178912070.603150400000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9442,cusdc,0.022338427176896200000000000000,514.411525939243000000000000000000,32222236.068096664000000000000000000000,61380.808836924000000000000000000000,3844833975.644005000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9568,ksm,357.058874144934000000000000000000,2934.979864838290000000000000000000,183844275.042740080000000000000000000000,51308.028960866500000000000000000000,3213884872.325054600000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9576,busd,1.005612597529760000000000000000,123807.517816991000000000000000000000,7755182115.758716000000000000000000000000,212738.242841347000000000000000000000,13325715960.640410000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9672,klay,1.641116753594020000000000000000,1095.751766053410000000000000000000,68636821.489060040000000000000000000000,66219.259546714000000000000000000000,4147909807.177992300000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
9956,dai,1.003721906537140000000000000000,19525.009600128800000000000000000000,1223027550.594796200000000000000000000000,111961.109536899000000000000000000000,7013134659.758937000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
10365,near,8.053999672781070000000000000000,3750.374930024340000000000000000000,234919826.336451100000000000000000000000,67183.552981303700000000000000000000,4208312207.049442300000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
10643,ceth,78.009149484146500000000000000000,79.063070393977700000000000000000,4952433.586809228000000000000000000000,98610.771850962500000000000000000000,6176882533.176801000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
10775,comp,320.312890621621000000000000000000,2362.436197909760000000000000000000,147980698.383216000000000000000000000000,31336.602762248400000000000000000000,1962894221.574260500000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
11090,celo,5.905980932918710000000000000000,1345.540858713890000000000000000000,84283366.531466990000000000000000000000,31053.266158995400000000000000000000,1945146293.200997000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
11849,yfi,36557.199839484100000000000000000000,3538.392403103690000000000000000000,221641447.683723180000000000000000000000,20884.292425227100000000000000000000,1308171700.492401400000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
11939,shib,0.000026254880928594800000000000,60074.553294743000000000000000000000,3763011403.009061300000000000000000000000,209290.607616166000000000000000000000,13109759454.029030000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12124,crv,2.972141096356250000000000000000,3409.855676941650000000000000000000,213590032.571568940000000000000000000000,18530.106874760800000000000000000000,1160707814.614800200000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12171,dot,43.352685216892500000000000000000,48996.691176211300000000000000000000,3069104928.690845500000000000000000000000,721740.154789555000000000000000000000,45209099086.555916000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12271,sushi,11.344735905660800000000000000000,5466.991757925020000000000000000000,342447029.515051700000000000000000000000,34903.932940252500000000000000000000,2186348303.242854000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12335,egld,240.379753208692000000000000000000,1449.869598802000000000000000000000,90818417.015936960000000000000000000000,76661.313270470400000000000000000000,4801989864.012423500000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12407,hbtc,62432.849397214800000000000000000000,58.574199645127500000000000000000,3669030.714307986700000000000000000000,39839.264801177300000000000000000000,2495492675.555966400000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12409,amp,0.047255318698700200000000000000,416.147397831958000000000000000000,26067066.960799873000000000000000000000,36264.163727257600000000000000000000,2271551832.549364600000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12504,uni,26.228316475804000000000000000000,7890.724851645910000000000000000000,494267305.643850860000000000000000000000,218184.593619844000000000000000000000,13666870059.343710000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12559,AVAX,56.424656463759000000000000000000,8277.319570865460000000000000000000,518483221.651228900000000000000000000000,199773.255841993000000000000000000000,12513601825.075083000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12632,cake,20.023359937411500000000000000000,3732.336100646950000000000000000000,233789891.664927000000000000000000000000,74341.854585539100000000000000000000,4656701235.108566000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12645,aave,304.747454423977000000000000000000,3778.292495052590000000000000000000,236668555.370358800000000000000000000000,64493.968910992200000000000000000000,4039839285.140601600000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12681,ust,1.006695174960090000000000000000,751.329852113060000000000000000000,47062568.855921310000000000000000000000,44027.065755363500000000000000000000,2757812441.244743300000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
12817,fil,68.769936267635100000000000000000,15452.686835985600000000000000000000,967941226.057028300000000000000000000000,125008.489333497000000000000000000000,7830409799.752108000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
13029,axs,128.001149054843000000000000000000,19006.246195556700000000000000000000,1190532717.095311200000000000000000000000,125479.973436896000000000000000000000,7859943103.957022000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
13120,bcha,195.890135404571000000000000000000,0.430690732845853000000000000000,26978.047275985286000000000000000000,57274.078839285400000000000000000000,3587592415.571585000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
13397,grt,0.775270956251436000000000000000,5350.677992969750000000000000000000,335161248.766817750000000000000000000000,61856.743663699500000000000000000000,3874646068.818605000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
13442,steth,3867.415373366030000000000000000000,270.357225373469000000000000000000,16934912.807005120000000000000000000000,86710.663092026800000000000000000000,5431471331.578376000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
13446,flow,17.416056908154100000000000000000,709.390397255772000000000000000000,44435522.324428100000000000000000000000,19049.836532760400000000000000000000,1193263173.286200300000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
14483,ohm,979.616170656689000000000000000000,8002.675832340040000000000000000000,501279805.842781540000000000000000000000,43059.506087269400000000000000000000,2697205447.693475700000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
14495,icp,43.183176068739200000000000000000,6636.409294665660000000000000000000,415698203.003492500000000000000000000000,120041.408886529000000000000000000000,7519276726.986678000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
15628,mina,4.330509237675650000000000000000,614.070745909148000000000000000000,38464792.368462160000000000000000000000,18480.604434808900000000000000000000,1157607030.076264900000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
16646,xec,0.000215272117937687000000000000,4057.181655632750000000000000000000,254137900.274012100000000000000000000000,65195.958192827800000000000000000000,4083811208.816457000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
16786,mim,1.009170426495660000000000000000,1274.006447590130000000000000000000,79802520.815552150000000000000000000000,27211.476354731500000000000000000000,1704500328.336634600000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
17500,dydx,22.672597783211800000000000000000,5932.035320798840000000000000000000,371576904.545571270000000000000000000000,20512.054776113700000000000000000000,1284855097.348128000000000000000000000000,"2021-10-15 17:07:40","2021-10-15 17:07:40"
1,btc,62578.956618178000000000000000000000,835270.166786968000000000000000000000,52270335531.819980000000000000000000000000,18844762.000000000000000000000000000000,1179285543677.889400000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
2,ltc,192.476286216167000000000000000000,50780.831165968000000000000000000000,3177811430.570132700000000000000000000000,212102.416087670000000000000000000000,13273147894.961040000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
5,doge,0.240100642331123000000000000000,26847.170990732900000000000000000000,1680067948.749881000000000000000000000000,506349.749002191000000000000000000000,31686838976.433430000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
19,dash,195.620173317481000000000000000000,6472.897130858850000000000000000000,405067148.745944800000000000000000000000,32447.985205212200000000000000000000,2030561058.504256000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
44,xrp,1.156120382765990000000000000000,97376.683239847800000000000000000000,6093731236.088496000000000000000000000000,867424.529178758000000000000000000000,54282521981.020980000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
69,xmr,279.007188757204000000000000000000,4162.727030861350000000000000000000,260499114.277589320000000000000000000000,80277.531981300700000000000000000000,5023684191.272213000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
100,xlm,0.368824965065166000000000000000,13367.361903437000000000000000000000,836515560.654669400000000000000000000000,142089.283113647000000000000000000000,8891799083.876926000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
242,xem,0.176877685139260000000000000000,1118.236458453500000000000000000000,69978070.822426590000000000000000000000,25422.659338764300000000000000000000,1590923495.879249000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
279,eth,3891.693017055020000000000000000000,365183.995514226000000000000000000000,22852833412.937656000000000000000000000000,7356749.073525940000000000000000000000,460377681123.001040000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
325,usdt,1.004669100910260000000000000000,1293135.910340510000000000000000000000,80923096034.606900000000000000000000000000,1117733.557072800000000000000000000000,69946599778.740520000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
329,dcr,122.594485847917000000000000000000,170.125940053763000000000000000000,10646303.822251186000000000000000000000,26284.694293892300000000000000000000,1644868743.939557000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
425,waves,30.863030597239000000000000000000,2940.185938407900000000000000000000,183993768.289004950000000000000000000000,49393.257321148800000000000000000000,3090978507.130674000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
453,etc,55.556895529174100000000000000000,56549.297706728200000000000000000000,3538796047.977776500000000000000000000000,115767.034492147000000000000000000000,7244580229.299183000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
480,neo,45.213661753979200000000000000000,4092.153127074090000000000000000000,256082673.014110950000000000000000000000,51013.465426738800000000000000000000,3192369439.882811000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
486,zec,126.922990480327000000000000000000,3465.226325809680000000000000000000,216850247.915012330000000000000000000000,23745.149713720300000000000000000000,1485946693.827044500000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
684,qtum,12.917433410245600000000000000000,4193.497050253680000000000000000000,262424669.986282440000000000000000000000,21474.327318328000000000000000000000,1343840997.658202600000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
692,miota,1.316571806812930000000000000000,1069.311882959420000000000000000000,66916421.935019776000000000000000000000,58640.588529988400000000000000000000,3669666845.682571000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
738,eos,4.740824831378750000000000000000,21938.649139161100000000000000000000,1372897772.740990900000000000000000000000,73604.246313417600000000000000000000,4606076936.961049000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
776,omg,14.316181873570100000000000000000,12639.778003303900000000000000000000,790984119.332155300000000000000000000000,32110.591327176300000000000000000000,2009447301.647408500000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
780,bch,634.687120792855000000000000000000,140425.357306273000000000000000000000,8787672342.961405000000000000000000000000,191531.976936458000000000000000000000,11985871275.700476000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
825,bnb,477.193013239759000000000000000000,44238.097192052100000000000000000000,2768373965.052170300000000000000000000000,1283463.221102970000000000000000000000,80317789234.429760000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
877,link,27.336876968123700000000000000000,19771.379647329600000000000000000000,1237272309.231766500000000000000000000000,201073.978365459000000000000000000000,12582999769.176521000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
975,ada,2.242758814535180000000000000000,43121.743965359800000000000000000000,2698513744.908429600000000000000000000000,1150032.320971660000000000000000000000,71967822723.588070000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
976,xtz,6.943229572790970000000000000000,5266.088818987040000000000000000000,329546343.750862240000000000000000000000,95857.483072384200000000000000000000,5998661274.714463000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
1043,btg,73.432755965795500000000000000000,433.075759431872000000000000000000,27101429.161871610000000000000000000000,20565.004722599600000000000000000000,1286936538.388186000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
1060,icx,2.038639689947130000000000000000,733.096536287154000000000000000000,45876416.341250370000000000000000000000,21932.773103574400000000000000000000,1372530056.564923800000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
1094,trx,0.100651840431280000000000000000,24852.305114541500000000000000000000,1555231323.624616000000000000000000000000,115367.139655050000000000000000000000,7219555227.636658000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
1102,enj,1.629672624152840000000000000000,1676.226793182330000000000000000000,104896523.772784670000000000000000000000,24354.928616312300000000000000000000,1524106021.319029300000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
1167,vet,0.123680524349915000000000000000,11044.890219898500000000000000000000,691177705.923566700000000000000000000000,132043.150715510000000000000000000000,8263122600.353440000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
1364,mkr,2593.547129251370000000000000000000,1288.309844279130000000000000000000,80621085.855915340000000000000000000000,37375.652750267600000000000000000000,2338929352.035082000000000000000000000000,"2021-10-15 17:10:42","2021-10-15 17:10:42"
